Name,Ranking,Friendliness,General Rating,Flexibility,Ease,Affordability,Response Time
Siame7474,1.0,1.0,0.0,1.0,1.0,0.0,0.52
mike ensley,5.0,5.0,5.0,5.0,5.0,0.0,0.52
Carla Clayton,2.0,2.0,0.0,1.0,1.0,0.0,0.52
Jerrilyn Conlon,1.0,1.0,0.0,1.0,1.0,0.0,0.52
Cassandra Moore,5.0,5.0,5.0,5.0,5.0,0.0,0.52
Mikey Childers (Mikey),1.0,1.0,0.0,1.0,1.0,0.0,0.52
Football is King,1.0,1.0,0.0,1.0,1.0,0.0,0.52
Love kordei,4.0,4.0,0.0,0.0,0.0,0.0,0.52
Shaquita tables,4.0,4.0,0.0,0.0,0.0,0.0,0.52
Ashley Adams,5.0,5.0,5.0,0.0,0.0,0.0,0.52
Dustin F,1.0,0.0,0.0,0.0,0.0,0.0,0.62
Miguel Gabriel,5.0,0.0,0.0,0.0,0.0,0.0,0.62
Average,2.92,2.42,1.25,1.25,1.25,0.0,0.54
